platform,post_id_hash,brand,market_group,country_or_region,price_tier,product_category,keyword,publish_time,collect_time,title,description,hashtags,like_count,comment_count,collect_count,share_count,author_follower_bucket,is_sponsored_hint,selling_points,pain_points,sentiment_score,sentiment,engagement_score,log_engagement,save_like_ratio,comment_like_ratio,engagement_percentile,is_high_engagement
douyin,9b7a7595bbf08035c2a1,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 气垫 测评,2026-03-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。,#气垫 #Thai beauty,60,2,5,4,1k-10k,False,brightening,none,1,positive,86,4.465908118654584,0.08333333333333333,0.03333333333333333,0.018691588785046728,False
douyin,c6af8a03e8340fad9345,Cathy Doll,Thai beauty,Thailand,affordable,base,Cathy Doll 粉底液 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cathy Doll 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#粉底液 #Thai beauty,497,55,49,20,100k-1m,False,brightening,oxidation,0,neutral,765,6.641182169740591,0.09859154929577464,0.11066398390342053,0.6915887850467289,False
xiaohongshu,f1404c58e0f71d438b98,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-01-26 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。干皮可能拔干,#粉底液 #Thai beauty,241,9,68,14,100k-1m,False,long_wear,dryness,-1,negative,437,6.082218910376446,0.2821576763485477,0.03734439834024896,0.5566037735849056,False
xiaohongshu,9d27a40c905b0baf5335,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。,#粉底液 #Thai beauty,1274,38,271,36,1k-10k,False,long_wear,none,0,neutral,2000,7.601402334583733,0.21271585557299844,0.029827315541601257,0.9528301886792453,True
xiaohongshu,e343c1188e5ba9e59065,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-03-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#气垫 #Thai beauty,175,17,26,11,100k-1m,False,value,none,0,neutral,294,5.68697535633982,0.14857142857142858,0.09714285714285714,0.41509433962264153,False
xiaohongshu,f3bb6cc317b2d79243f8,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-05-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#气垫 #Thai beauty,166,13,13,4,10k-100k,False,brightening,oxidation,0,neutral,230,5.442417710521793,0.0783132530120482,0.0783132530120482,0.28773584905660377,False
xiaohongshu,724d9396a7ad637ef7b8,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉饼 测评,2026-04-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。干皮可能拔干,#粉饼 #Thai beauty,968,68,133,13,100k-1m,False,value,dryness,-1,negative,1409,7.251344983372214,0.13739669421487602,0.07024793388429752,0.8962264150943396,False
douyin,84c6771c086ddc30d2ae,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-05-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。敏感肌先试用,#粉底液 #Thai beauty,353,24,26,14,10k-100k,False,long_wear,none,0,neutral,495,6.206575926724928,0.07365439093484419,0.0679886685552408,0.4158878504672897,False
douyin,b0667db0371397c61cb4,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉饼 测评,2026-01-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉饼｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#粉饼 #Thai beauty,353,15,117,8,10k-100k,False,coverage,none,0,neutral,641,6.464588303689961,0.3314447592067989,0.042492917847025496,0.6214953271028038,False
douyin,880b67b9802046e726d8,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-03-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#气垫 #Thai beauty,112,9,40,4,100k-1m,False,value,oxidation,-1,negative,222,5.407171771460119,0.35714285714285715,0.08035714285714286,0.18691588785046728,False
douyin,9d750ddb76366288829e,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 气垫 测评,2026-06-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#气垫 #Thai beauty,195,15,17,2,10k-100k,False,texture,transfer,0,neutral,265,5.583496308781699,0.08717948717948718,0.07692307692307693,0.22429906542056074,False
douyin,3a90e03432c5e3f977e2,Cute Press,Thai beauty,Thailand,affordable,base,Cute Press 粉底液 测评,2026-06-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Cute Press 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。下午会暗沉,#粉底液 #Thai beauty,155,10,48,6,100k-1m,False,brightening,oxidation,0,neutral,289,5.66988092298052,0.3096774193548387,0.06451612903225806,0.24299065420560748,False
xiaohongshu,12550275dab654edda1f,Browit,Thai beauty,Thailand,affordable,eye,Browit 眉笔 测评,2026-03-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眉笔｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#眉笔 #Thai beauty,97,4,25,4,10k-100k,False,value,transfer,-1,negative,167,5.123963979403259,0.25773195876288657,0.041237113402061855,0.32,False
xiaohongshu,a763916509fd2f436b4e,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#睫毛膏 #Thai beauty,163,14,25,7,1k-10k,False,value,transfer,-1,negative,262,5.572154032177765,0.15337423312883436,0.08588957055214724,0.44,False
xiaohongshu,dc9c9fa60f3c394d9764,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-01-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#睫毛膏 #Thai beauty,18,1,6,1,100k-1m,False,value,transfer,-1,negative,35,3.58351893845611,0.3333333333333333,0.05555555555555555,0.04,False
xiaohongshu,220a71e393e68a5f20ba,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-05-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。,#睫毛膏 #Thai beauty,255,20,91,10,1k-10k,False,long_wear,none,0,neutral,507,6.230481447578482,0.3568627450980392,0.0784313725490196,0.72,False
xiaohongshu,effec7829998bea5f22e,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-02-05 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#睫毛膏 #Thai beauty,134,10,22,12,10k-100k,False,value,oxidation,-1,negative,234,5.459585514144159,0.16417910447761194,0.07462686567164178,0.36,False
douyin,6e1f7908f1b6a92e823f,Browit,Thai beauty,Thailand,affordable,eye,Browit 眼影 测评,2026-04-11 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眼影｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。但有点卡粉,#眼影 #Thai beauty,592,58,210,23,100k-1m,False,coverage,dryness,-1,negative,1197,7.088408778675395,0.3547297297297297,0.09797297297297297,0.782608695652174,False
douyin,c86c1b7177d2d1f8f8c9,Browit,Thai beauty,Thailand,affordable,eye,Browit 眼影 测评,2026-06-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眼影｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#眼影 #Thai beauty,200,13,38,4,100k-1m,False,texture,oxidation,-1,negative,314,5.752572638825633,0.19,0.065,0.2608695652173913,False
douyin,61d0a07d3d948c5d6a8c,Browit,Thai beauty,Thailand,affordable,eye,Browit 眉笔 测评,2026-01-19 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眉笔｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#眉笔 #Thai beauty,60,4,11,0,1k-10k,False,brightening,none,1,positive,90,4.51085950651685,0.18333333333333332,0.06666666666666667,0.043478260869565216,False
douyin,ab8e3959a7cdf385790a,Browit,Thai beauty,Thailand,affordable,eye,Browit 眼影 测评,2026-05-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 眼影｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#眼影 #Thai beauty,326,27,95,24,10k-100k,False,texture,dryness,0,neutral,642,6.466144724237619,0.29141104294478526,0.08282208588957055,0.43478260869565216,False
douyin,d927c24c896e4c6d109f,Browit,Thai beauty,Thailand,affordable,eye,Browit 睫毛膏 测评,2026-01-17 00:00:00+00:00,2026-06-30 00:00:00+00:00,Browit 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。敏感肌先试用,#睫毛膏 #Thai beauty,323,23,27,24,1k-10k,False,texture,none,1,positive,495,6.206575926724928,0.08359133126934984,0.07120743034055728,0.391304347826087,False
xiaohongshu,d88cdc28b3c5c432e274,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 气垫 测评,2026-05-01 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#气垫 #Thai beauty,672,46,107,60,100k-1m,False,texture,dryness,0,neutral,1158,7.055312843339752,0.15922619047619047,0.06845238095238096,0.8584905660377359,False
xiaohongshu,9bc8692adc8b17fac1de,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 眼影 测评,2026-06-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 眼影｜水光奶油肌,通勤使用8小时记录，水光奶油肌。下午会暗沉,#眼影 #Thai beauty,101,4,14,8,10k-100k,False,texture,oxidation,-1,negative,161,5.087596335232384,0.13861386138613863,0.039603960396039604,0.28,False
xiaohongshu,af49162314fcc3d13d87,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 粉底液 测评,2026-04-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#粉底液 #Thai beauty,306,18,31,22,1k-10k,False,long_wear,transfer,-1,negative,470,6.154858094016418,0.10130718954248366,0.058823529411764705,0.5754716981132075,False
xiaohongshu,c56dc2bfdab981389e8c,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 粉底液 测评,2026-05-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 粉底液｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#粉底液 #Thai beauty,70,7,24,1,10k-100k,False,texture,dryness,-1,negative,135,4.912654885736052,0.34285714285714286,0.1,0.16037735849056603,False
xiaohongshu,a3bc66781cf20f371ec2,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 粉饼 测评,2026-04-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#粉饼 #Thai beauty,812,41,269,20,1k-10k,False,brightening,dryness,0,neutral,1492,7.30854279753919,0.3312807881773399,0.050492610837438424,0.9056603773584906,True
douyin,083cb9f4f21e547fd3e7,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 睫毛膏 测评,2026-04-14 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。,#睫毛膏 #Thai beauty,398,34,60,24,1k-10k,False,long_wear,none,0,neutral,658,6.490723534502507,0.1507537688442211,0.08542713567839195,0.5217391304347826,False
douyin,d5e16d1d0860d2d9820a,Meilinda,Thai beauty,Thailand,affordable,base,Meilinda 气垫 测评,2026-04-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。干皮可能拔干,#气垫 #Thai beauty,73,3,15,2,10k-100k,False,coverage,dryness,-1,negative,115,4.7535901911063645,0.2054794520547945,0.0410958904109589,0.056074766355140186,False
douyin,084c2561b1ae2bb6a993,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 睫毛膏 测评,2026-06-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。略微沾杯,#睫毛膏 #Thai beauty,85,5,11,8,1k-10k,False,long_wear,transfer,-1,negative,141,4.955827057601261,0.12941176470588237,0.058823529411764705,0.08695652173913043,False
douyin,c5dcc3f3f84057a292cc,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 睫毛膏 测评,2026-04-15 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 睫毛膏｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#睫毛膏 #Thai beauty,3834,363,891,46,10k-100k,False,texture,none,1,positive,6480,8.776630098427717,0.2323943661971831,0.09467918622848201,1.0,True
douyin,9c81702d62fe944e8fa6,Meilinda,Thai beauty,Thailand,affordable,eye,Meilinda 眼影 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,Meilinda 眼影｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#眼影 #Thai beauty,687,25,125,29,100k-1m,False,texture,none,1,positive,1074,6.980075940561763,0.1819505094614265,0.036390101892285295,0.6956521739130435,False
xiaohongshu,c7546e4e184217d935f3,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-06-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#粉饼 #J-beauty,1170,62,79,22,1k-10k,False,texture,none,1,positive,1518,7.325807502595773,0.06752136752136752,0.05299145299145299,0.9150943396226415,True
xiaohongshu,98e93b6c1e732cf96c88,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-06-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜学生党平替,通勤使用8小时记录，学生党平替。略微沾杯,#气垫 #J-beauty,112,4,35,5,10k-100k,False,value,transfer,-1,negative,205,5.327876168789581,0.3125,0.03571428571428571,0.25471698113207547,False
xiaohongshu,17e204a33f8f78700990,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-01-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。但有点卡粉,#粉饼 #J-beauty,297,21,57,24,1k-10k,False,value,dryness,-1,negative,525,6.26530121273771,0.1919191919191919,0.0707070707070707,0.6037735849056604,False
xiaohongshu,2ed14fe60c5b0a1b6b22,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-01-02 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜持妆实测,通勤使用8小时记录，持妆实测。但有点卡粉,#气垫 #J-beauty,173,11,57,4,10k-100k,False,long_wear,dryness,-1,negative,321,5.7745515455444085,0.32947976878612717,0.06358381502890173,0.4528301886792453,False
xiaohongshu,44ac0361b972afeaebe2,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-02-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#粉饼 #J-beauty,77,8,15,3,10k-100k,False,texture,transfer,-1,negative,132,4.890349128221754,0.19480519480519481,0.1038961038961039,0.14150943396226415,False
douyin,771250335e261a8ec929,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉饼 测评,2026-04-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉饼｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#粉饼 #J-beauty,394,29,22,21,10k-100k,False,brightening,dryness,0,neutral,559,6.327936783729195,0.05583756345177665,0.07360406091370558,0.4953271028037383,False
douyin,42d45374a5bd90e14eb7,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-05-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#气垫 #J-beauty,62,2,12,3,1k-10k,False,coverage,none,0,neutral,99,4.605170185988092,0.1935483870967742,0.03225806451612903,0.037383177570093455,False
douyin,67fa7cf02f47a09b2fc4,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 粉底液 测评,2026-01-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 粉底液｜轻薄服帖,通勤使用8小时记录，轻薄服帖。但有点卡粉,#粉底液 #J-beauty,581,49,123,30,100k-1m,False,texture,dryness,0,neutral,1015,6.923628628138427,0.2117039586919105,0.08433734939759036,0.8037383177570093,False
douyin,44efcc25b6208762984f,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-03-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#气垫 #J-beauty,2227,86,603,56,10k-100k,False,texture,none,1,positive,3773,8.235890725928495,0.27076784912438256,0.038616973506960035,0.9719626168224299,True
douyin,623a5f1bc2039082786c,CANMAKE,J-beauty,Japan,affordable,base,CANMAKE 气垫 测评,2026-04-07 00:00:00+00:00,2026-06-30 00:00:00+00:00,CANMAKE 气垫｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#气垫 #J-beauty,405,48,98,33,1k-10k,False,long_wear,oxidation,-1,negative,796,6.680854678790215,0.2419753086419753,0.11851851851851852,0.7289719626168224,False
xiaohongshu,b2eb48fc69e0c6a12ecc,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-02-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。略微沾杯,#气垫 #J-beauty,251,19,34,21,100k-1m,False,texture,transfer,-1,negative,420,6.042632833682381,0.13545816733067728,0.07569721115537849,0.5377358490566038,False
xiaohongshu,016958f8db068661723a,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-03-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜黄皮显白,通勤使用8小时记录，黄皮显白。敏感肌先试用,#气垫 #J-beauty,258,8,96,23,10k-100k,False,brightening,none,1,positive,535,6.284134161070802,0.37209302325581395,0.031007751937984496,0.6367924528301887,False
xiaohongshu,45babb53f19a6d7727ee,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉底液 测评,2026-04-10 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉底液｜学生党平替,通勤使用8小时记录，学生党平替。敏感肌先试用,#粉底液 #J-beauty,308,34,95,24,100k-1m,False,value,none,0,neutral,638,6.459904454377535,0.30844155844155846,0.11038961038961038,0.7264150943396226,False
xiaohongshu,39e3ce222a9e0b520a97,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉饼 测评,2026-05-12 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉饼｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#粉饼 #J-beauty,385,44,133,28,1k-10k,False,value,oxidation,-1,negative,823,6.714170529909472,0.34545454545454546,0.11428571428571428,0.8113207547169812,False
xiaohongshu,10f376ceb75c4b25d772,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-04-18 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜轻薄服帖,通勤使用8小时记录，轻薄服帖。干皮可能拔干,#气垫 #J-beauty,397,43,21,5,1k-10k,False,texture,dryness,0,neutral,540,6.293419278846481,0.05289672544080604,0.10831234256926953,0.6509433962264151,False
douyin,b46f4db37e1537300910,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉底液 测评,2026-04-03 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。下午会暗沉,#粉底液 #J-beauty,306,11,96,3,1k-10k,False,coverage,oxidation,-1,negative,529,6.272877006546167,0.3137254901960784,0.03594771241830065,0.45794392523364486,False
douyin,50917e43caaf1f382de9,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-01-21 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。,#气垫 #J-beauty,93,2,8,2,1k-10k,False,coverage,none,0,neutral,119,4.787491742782046,0.08602150537634409,0.021505376344086023,0.07009345794392523,False
douyin,617f2582171f91d91cd2,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 粉底液 测评,2026-06-08 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 粉底液｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#粉底液 #J-beauty,229,20,39,3,100k-1m,False,texture,transfer,0,neutral,356,5.877735781779639,0.1703056768558952,0.08733624454148471,0.2803738317757009,False
douyin,be236bccc7d3134c84e0,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-05-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜学生党平替,通勤使用8小时记录，学生党平替。下午会暗沉,#气垫 #J-beauty,424,46,112,14,100k-1m,False,value,oxidation,-1,negative,782,6.663132695990803,0.2641509433962264,0.10849056603773585,0.719626168224299,False
douyin,ff34cfda363e18bb79d3,CEZANNE,J-beauty,Japan,affordable,base,CEZANNE 气垫 测评,2026-06-29 00:00:00+00:00,2026-06-30 00:00:00+00:00,CEZANNE 气垫｜水光奶油肌,通勤使用8小时记录，水光奶油肌。,#气垫 #J-beauty,101,3,40,1,1k-10k,False,texture,none,0,neutral,190,5.25227342804663,0.39603960396039606,0.0297029702970297,0.1588785046728972,False
xiaohongshu,6fa7b098cc33d369d61a,KATE,J-beauty,Japan,mid,base,KATE 粉饼 测评,2026-01-27 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉饼｜轻薄服帖,通勤使用8小时记录，轻薄服帖。略微沾杯,#粉饼 #J-beauty,112,9,43,11,1k-10k,False,texture,transfer,0,neutral,249,5.521460917862246,0.38392857142857145,0.08035714285714286,0.3113207547169811,False
xiaohongshu,b639375c00dc92f9fed4,KATE,J-beauty,Japan,mid,base,KATE 粉底液 测评,2026-02-20 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉底液｜持妆实测,通勤使用8小时记录，持妆实测。,#粉底液 #J-beauty,235,6,18,2,1k-10k,False,long_wear,none,0,neutral,289,5.66988092298052,0.07659574468085106,0.02553191489361702,0.4056603773584906,False
xiaohongshu,4b3836133130e59ef77b,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-06-28 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#唇泥 #J-beauty,61,5,23,4,1k-10k,False,brightening,transfer,0,neutral,129,4.867534450455582,0.3770491803278688,0.08196721311475409,0.12162162162162163,False
xiaohongshu,0625437c58b6b194f622,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-02-06 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜水光奶油肌,通勤使用8小时记录，水光奶油肌。干皮可能拔干,#唇泥 #J-beauty,70,6,6,6,10k-100k,False,texture,dryness,-1,negative,112,4.727387818712341,0.08571428571428572,0.08571428571428572,0.10135135135135136,False
xiaohongshu,f94d52837f05906db194,KATE,J-beauty,Japan,mid,base,KATE 粉底液 测评,2026-04-04 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉底液｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。敏感肌先试用,#粉底液 #J-beauty,213,16,39,10,1k-10k,False,coverage,none,0,neutral,353,5.869296913133774,0.18309859154929578,0.07511737089201878,0.4811320754716981,False
douyin,b51ecbf0f36d0b63338e,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-03-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜黄皮显白,通勤使用8小时记录，黄皮显白。但有点卡粉,#唇泥 #J-beauty,104,8,34,7,1k-10k,False,brightening,dryness,0,neutral,209,5.3471075307174685,0.3269230769230769,0.07692307692307693,0.18666666666666668,False
douyin,d1cf388fca9dfbf256b8,KATE,J-beauty,Japan,mid,lip,KATE 口红 测评,2026-01-23 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 口红｜轻薄服帖,通勤使用8小时记录，轻薄服帖。,#口红 #J-beauty,172,8,64,11,10k-100k,False,texture,none,1,positive,349,5.857933154483459,0.37209302325581395,0.046511627906976744,0.32,False
douyin,ee2f1d822b331f63c52e,KATE,J-beauty,Japan,mid,lip,KATE 口红 测评,2026-01-09 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 口红｜持妆实测,通勤使用8小时记录，持妆实测。,#口红 #J-beauty,43,1,7,3,10k-100k,False,long_wear,none,0,neutral,68,4.23410650459726,0.16279069767441862,0.023255813953488372,0.02666666666666667,False
douyin,8d6f78e67446860e108c,KATE,J-beauty,Japan,mid,base,KATE 粉底液 测评,2026-04-25 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 粉底液｜黄皮显白,通勤使用8小时记录，黄皮显白。略微沾杯,#粉底液 #J-beauty,1181,96,64,67,10k-100k,False,brightening,transfer,0,neutral,1702,7.440146680662688,0.05419136325148179,0.08128704487722269,0.9065420560747663,True
douyin,4f881ad483aa11cf8079,KATE,J-beauty,Japan,mid,lip,KATE 唇泥 测评,2026-01-22 00:00:00+00:00,2026-06-30 00:00:00+00:00,KATE 唇泥｜遮瑕力在线,通勤使用8小时记录，遮瑕力在线。干皮可能拔干,#唇泥 #J-beauty,83,3,13,5,100k-1m,False,coverage,dryness,-1,negative,130,4.875197323201151,0.1566265060240964,0.03614457831325301,0.08,False
xiaohongshu,4023e41cefad83e49a0d,excel,J-beauty,Japan,mid,eye,excel 眼影 测评,2026-05-13 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 眼影｜持妆实测,通勤使用8小时记录，持妆实测。,#眼影 #J-beauty,1062,31,353,44,1k-10k,False,long_wear,none,0,neutral,1962,7.5822291942764615,0.332391713747646,0.02919020715630885,0.96,True
xiaohongshu,fb557d128211ff21194d,excel,J-beauty,Japan,mid,eye,excel 睫毛膏 测评,2026-06-16 00:00:00+00:00,2026-06-30 00:00:00+00:00,excel 睫毛膏｜持妆实测,通勤使用8小时记录，持妆实测。下午会暗沉,#睫毛膏 #J-beauty,132,14,45,13,100k-1m,False,long_wear,oxidation,-1,negative,289,5.66988092298052,0.3409090909090909,0.10606060606060606,0.52,False
